"output_freq","GPS_reference","N31","N2_HS","N2_LS","N1_HS","NC1_LS","BW"
23257,165139,1,11,3578,11,25406,9
23258,25406,1,11,23258,11,25406,9
23259,139554,1,11,4234,11,25404,9
23260,169798,1,11,3480,11,25404,9
23261,88907,1,11,6646,11,25402,9
23262,151203,1,11,3908,11,25402,9
23263,137414,1,11,4300,11,25400,9
23264,184658,1,11,3200,11,25400,9
23265,198951,1,11,2970,11,25398,9
23266,127963,1,7,7256,11,25396,9
23267,96142,1,7,9658,11,25396,9
23268,177758,1,11,3324,11,25394,9
23269,23269,1,11,25394,11,25394,9
23270,189382,1,11,3120,11,25392,9
23271,186168,1,11,3174,11,25392,9
23272,116360,1,11,5078,11,25390,9
23273,116365,1,11,5078,11,25390,9
23274,156453,1,6,6924,11,25388,9
23275,141365,1,10,4598,11,25388,9
23276,194626,1,6,5566,11,25386,9
23277,147421,1,11,4008,11,25384,9
23278,150968,1,11,3914,11,25384,9
23279,162953,1,11,3626,11,25382,9
23280,199626,1,11,2960,11,25382,9
23281,196695,1,11,3004,11,25380,9
23282,179604,1,11,3290,11,25380,9
23283,164957,1,11,3582,11,25378,9
23284,50756,1,11,11642,11,25378,9
23285,186280,1,11,3172,11,25376,9
23286,151359,1,11,3904,11,25376,9
23287,139557,1,11,4234,11,25374,9
23288,101488,1,11,5822,11,25372,9
23289,133203,1,11,4436,11,25372,9
23290,147275,1,11,4012,11,25370,9
23291,116455,1,11,5074,11,25370,9
23292,195394,1,11,3024,11,25368,9
23293,163051,1,11,3624,11,25368,9
23294,128117,1,11,4612,11,25366,9
23295,190245,1,11,3106,11,25366,9
23296,198016,1,11,2984,11,25364,9
23297,46594,1,11,12682,11,25364,9
23298,139491,1,11,4236,11,25362,9
23299,186392,1,11,3170,11,25360,9
23300,186400,1,11,3170,11,25360,9
23301,114111,1,11,5178,11,25358,9
23302,156238,1,11,3782,11,25358,9
23303,139818,1,11,4226,11,25356,9
23304,152136,1,11,3884,11,25356,9
23305,163135,1,11,3622,11,25354,9
23306,163142,1,11,3622,11,25354,9
23307,161619,1,11,3656,11,25352,9
23308,93232,1,11,6338,11,25352,9
23309,164775,1,11,3586,11,25350,9
23310,194250,1,11,3042,11,25350,9
23311,46622,1,11,12674,11,25348,9
23312,169012,1,11,3496,11,25346,9
23313,178733,1,11,3306,11,25346,9
23314,186512,1,9,3872,11,25344,9
23315,167868,1,10,3872,11,25344,9
23316,152052,1,11,3886,11,25342,9
23317,88697,1,11,6662,11,25342,9
23318,165977,1,11,3560,11,25340,9
23319,181370,1,11,3258,11,25340,9
23320,185812,1,10,3498,11,25338,9
23321,93284,1,11,6334,11,25336,9
23322,164684,1,11,3588,11,25336,9
23323,67159,1,11,8798,11,25334,9
23324,199087,1,11,2968,11,25334,9
23325,189990,1,11,3110,11,25332,9
23326,139956,1,11,4222,11,25332,9
23327,116635,1,11,5066,11,25330,9
23328,182376,1,11,3240,11,25330,9
23329,186632,1,11,3166,11,25328,9
23330,186640,1,11,3166,11,25328,9
23331,182709,1,11,3234,11,25326,9
23332,185121,1,11,3192,11,25326,9
23333,46666,1,11,12662,11,25324,9
23334,128337,1,11,4604,11,25322,9
23335,164593,1,11,3590,11,25322,9
23336,192522,1,10,3376,11,25320,9
23337,171138,1,10,3798,11,25320,9
23338,177226,1,11,3334,11,25318,9
23339,23339,1,11,25318,11,25318,9
23340,189870,1,11,3112,11,25316,9
23341,107593,1,11,5492,11,25316,9
23342,139227,1,11,4244,11,25314,9
23343,130789,1,11,4518,11,25314,9
23344,164867,1,8,4928,11,25312,9
23345,183512,1,10,3542,11,25312,9
23346,116730,1,11,5062,11,25310,9
23347,156066,1,11,3786,11,25308,9
23348,199356,1,11,2964,11,25308,9
23349,37959,1,11,15566,11,25306,9
23350,126530,1,11,4670,11,25306,9
23351,120194,1,11,4916,11,25304,9
23352,177128,1,11,3336,11,25304,9
23353,139161,1,11,4246,11,25302,9
23354,70062,1,11,8434,11,25302,9
23355,198950,1,11,2970,11,25300,9
23356,145975,1,11,4048,11,25300,9
23357,163499,1,11,3614,11,25298,9
23358,198543,1,11,2976,11,25296,9
23359,198152,1,11,2982,11,25296,9
23360,126470,1,11,4672,11,25294,9
23361,164411,1,11,3594,11,25294,9
23362,46724,1,11,12646,11,25292,9
23363,46726,1,11,12646,11,25292,9
23364,198948,1,11,2970,11,25290,9
23365,116825,1,11,5058,11,25290,9
23366,193604,1,11,3052,11,25288,9
23367,93468,1,11,6322,11,25288,9
23368,137287,1,11,4304,11,25286,9
23369,23369,1,11,25286,11,25286,9
23370,196308,1,11,3010,11,25284,9
23371,23371,1,11,25282,11,25282,9
23372,50564,1,11,11686,11,25282,9
23373,199080,1,11,2968,11,25280,9
23374,195920,1,11,3016,11,25280,9
23375,162775,1,11,3630,11,25278,9
23376,192852,1,11,3064,11,25278,9
23377,46754,1,11,12638,11,25276,9
23378,46756,1,11,12638,11,25276,9
23379,37911,1,11,15586,11,25274,9
23380,176918,1,11,3340,11,25274,9
23381,159354,1,11,3708,11,25272,9
23382,172767,1,11,3420,11,25270,9
23383,169309,1,11,3490,11,25270,9
23384,101072,1,11,5846,11,25268,9
23385,189510,1,11,3118,11,25268,9
23386,138963,1,11,4252,11,25266,9
23387,164229,1,11,3598,11,25266,9
23388,62368,1,11,9474,11,25264,9
23389,187112,1,11,3158,11,25264,9
23390,198815,1,11,2972,11,25262,9
23391,153801,1,11,3842,11,25262,9
23392,181030,1,11,3264,11,25260,9
23393,198291,1,11,2980,11,25260,9
23394,192722,1,11,3066,11,25258,9
23395,191839,1,11,3080,11,25256,9
23396,163772,1,11,3608,11,25256,9
23397,179377,1,11,3294,11,25254,9
23398,105291,1,11,5612,11,25254,9
23399,46798,1,11,12626,11,25252,9
23400,192600,1,11,3068,11,25252,9
23401,117005,1,11,5050,11,25250,9
23402,117010,1,11,5050,11,25250,9
23403,187224,1,11,3156,11,25248,9
23404,187232,1,11,3156,11,25248,9
23405,150505,1,11,3926,11,25246,9
23406,161186,1,11,3666,11,25246,9
23407,46814,1,11,12622,11,25244,9
23408,185108,1,11,3192,11,25242,9
23409,173689,1,11,3402,11,25242,9
23410,126200,1,11,4682,11,25240,9
23411,129355,1,11,4568,11,25240,9
23412,151428,1,11,3902,11,25238,9
23413,164047,1,11,3602,11,25238,9
23414,193476,1,11,3054,11,25236,9
23415,189270,1,11,3122,11,25236,9
23416,181474,1,11,3256,11,25234,9
23417,23417,1,11,25234,11,25234,9
23418,197752,1,11,2988,11,25232,9
23419,187352,1,11,3154,11,25232,9
23420,175650,1,11,3364,11,25230,9
23421,190111,1,11,3108,11,25228,9
23422,199087,1,11,2968,11,25228,9
23423,23423,1,11,25226,11,25226,9
23424,151356,1,11,3904,11,25226,9
23425,157650,1,11,3748,11,25224,9
23426,167109,1,11,3536,11,25224,9
23427,113499,1,11,5206,11,25222,9
23428,50444,1,11,11714,11,25222,9
23429,117145,1,11,5044,11,25220,9
23430,189150,1,11,3124,11,25220,9
23431,70293,1,11,8406,11,25218,9
23432,188668,1,11,3132,11,25218,9
23433,187464,1,8,4334,11,25216,9
23434,164038,1,11,3602,11,25214,9
23435,196309,1,11,3010,11,25214,9
23436,195393,1,9,3696,11,25212,9
23437,194629,1,6,5566,11,25212,9
23438,117190,1,11,5042,11,25210,9
23439,163865,1,11,3606,11,25210,9
23440,160564,1,11,3680,11,25208,9
23441,196052,1,11,3014,11,25208,9
23442,75618,1,11,7814,11,25206,9
23443,88221,1,11,6698,11,25206,9
23444,50408,1,11,11722,11,25204,9
23445,189030,1,11,3126,11,25204,9
23446,25202,1,11,23446,11,25202,9
23447,187576,1,11,3150,11,25200,9
23448,195400,1,11,3024,11,25200,9
23449,52447,1,11,11266,11,25198,9
23450,196310,1,11,3010,11,25198,9
23451,46902,1,11,12598,11,25196,9
23452,163774,1,11,3608,11,25196,9
23453,197353,1,11,2994,11,25194,9
23454,199359,1,11,2964,11,25194,9
23455,93820,1,11,6298,11,25192,9
23456,196444,1,11,3008,11,25192,9
23457,184305,1,11,3206,11,25190,9
23458,186406,1,11,3170,11,25190,9
23459,140754,1,11,4198,11,25188,9
23460,191590,1,11,3084,11,25186,9
23461,164227,1,11,3598,11,25186,9
23462,187696,1,11,3148,11,25184,9
23463,187704,1,11,3148,11,25184,9
23464,176274,1,11,3352,11,25182,9
23465,163683,1,11,3610,11,25182,9
23466,117330,1,11,5036,11,25180,9
23467,195145,1,11,3028,11,25180,9
23468,50356,1,11,11734,11,25178,9
23469,37767,1,11,15646,11,25178,9
23470,173085,1,8,4694,11,25176,9
23471,161546,1,7,5748,11,25176,9
23472,160392,1,11,3684,11,25174,9
23473,164311,1,11,3596,11,25172,9
23474,174406,1,11,3388,11,25172,9
23475,188775,1,11,3130,11,25170,9
23476,176070,1,11,3356,11,25170,9
23477,197483,1,11,2992,11,25168,9
23478,176176,1,11,3354,11,25168,9
23479,23479,1,11,25166,11,25166,9
23480,125830,1,11,4696,11,25166,9
23481,140886,1,11,4194,11,25164,9
23482,185468,1,11,3186,11,25164,9
23483,188885,1,11,3128,11,25160,9
23484,138391,1,6,7828,11,25162,9
23485,193732,1,11,3050,11,25160,9
23486,199631,1,11,2960,11,25160,9
23487,164409,1,11,3594,11,25158,9
23488,121477,1,11,4864,11,25156,9
23489,187346,1,11,3154,11,25156,9
23490,188655,1,11,3132,11,25154,9
23491,163501,1,11,3614,11,25154,9
23492,187936,1,11,3144,11,25152,9
23493,193356,1,11,3056,11,25152,9
23494,117470,1,11,5030,11,25150,9
23495,117475,1,11,5030,11,25150,9
23496,150888,1,11,3916,11,25148,9
23497,46994,1,11,12574,11,25148,9
23498,144399,1,11,4092,11,25146,9
23499,142113,1,11,4158,11,25146,9
23500,179600,1,11,3290,11,25144,9
23501,68657,1,11,8606,11,25142,9
23502,152763,1,11,3868,11,25142,9
23503,117515,1,6,9218,11,25140,9
23504,193908,1,8,4190,11,25140,9
23505,188535,1,11,3134,11,25138,9
23506,175966,1,11,3358,11,25138,9
23507,190091,1,8,4274,11,25136,9
23508,155529,1,8,5224,11,25136,9
23509,70527,1,11,8378,11,25134,9
23510,166921,1,11,3540,11,25134,9
23511,168726,1,11,3502,11,25132,9
23512,179279,1,11,3296,11,25132,9
23513,164591,1,11,3590,11,25130,9
23514,164598,1,11,3590,11,25130,9
23515,169308,1,11,3490,11,25128,9
23516,199886,1,11,2956,11,25126,9
23517,163319,1,11,3618,11,25126,9
23518,138182,1,11,4276,11,25124,9
23519,182149,1,11,3244,11,25124,9
23520,186984,1,10,3476,11,25122,9
23521,188168,1,11,3140,11,25120,9
23522,194366,1,11,3040,11,25120,9
23523,188184,1,11,3140,11,25120,9
23524,111739,1,11,5288,11,25118,9
23525,89395,1,11,6610,11,25118,9
23526,180366,1,11,3276,11,25116,9
23527,164689,1,11,3588,11,25116,9
23528,170578,1,11,3464,11,25114,9
23529,147653,1,11,4002,11,25114,9
23530,171769,1,11,3440,11,25112,9
23531,117655,1,11,5022,11,25110,9
23532,185814,1,11,3180,11,25110,9
23533,47066,1,11,12554,11,25108,9
23534,175756,1,11,3362,11,25108,9
23535,188295,1,11,3138,11,25106,9
23536,100424,1,11,5884,11,25106,9
23537,188296,1,11,3138,11,25104,9
23538,141228,1,11,4184,11,25104,9
23539,164773,1,11,3586,11,25102,9
23540,197230,1,11,2996,11,25102,9
23541,196175,1,11,3012,11,25100,9
23542,198290,1,11,2980,11,25100,9
23543,163137,1,11,3622,11,25098,9
23544,184428,1,11,3204,11,25098,9
23545,106658,1,11,5540,11,25096,9
23546,25094,1,11,23546,11,25094,9
23547,37641,1,11,15698,11,25094,9
23548,199752,1,11,2958,11,25092,9
23549,141294,1,11,4182,11,25092,9
23550,188175,1,11,3140,11,25090,9
23551,139165,1,11,4246,11,25090,9
23552,198352,1,8,4096,11,25088,9
23553,167488,1,9,4312,11,25088,9
23554,70662,1,11,8362,11,25086,9
23555,174307,1,11,3390,11,25086,9
23556,163046,1,11,3624,11,25084,9
23557,47114,1,11,12542,11,25084,9
23558,25082,1,11,23558,11,25082,9
23559,37623,1,11,15706,11,25082,9
23560,198550,1,11,2976,11,25080,9
23561,23561,1,11,25078,11,25078,9
23562,175546,1,11,3366,11,25078,9
23563,47126,1,11,12538,11,25076,9
23564,50152,1,11,11782,11,25076,9
23565,188055,1,11,3142,11,25074,9
23566,164962,1,11,3582,11,25074,9
23567,188536,1,11,3134,11,25072,9
23568,100288,1,11,5892,11,25072,9
23569,197617,1,11,2990,11,25070,9
23570,125350,1,11,4714,11,25070,9
23571,169209,1,11,3492,11,25068,9
23572,173387,1,11,3408,11,25068,9
23573,177869,1,11,3322,11,25066,9
23574,75198,1,11,7858,11,25066,9
23575,197620,1,11,2990,11,25064,9
23576,175448,1,11,3368,11,25064,9
23577,121133,1,9,5962,11,25062,9
23578,129679,1,7,7160,11,25060,9
23579,187055,1,7,4964,11,25060,9
23580,193094,1,11,3060,11,25058,9
23581,23581,1,11,25058,11,25058,9
23582,195912,1,11,3016,11,25056,9
23583,195402,1,11,3024,11,25056,9
23584,137797,1,11,4288,11,25054,9
23585,62635,1,11,9434,11,25054,9
23586,75156,1,11,7862,11,25052,9
23587,47174,1,11,12526,11,25052,9
23588,176910,1,11,3340,11,25050,9
23589,196575,1,11,3006,11,25050,9
23590,175336,1,11,3370,11,25048,9
23591,194122,1,11,3044,11,25048,9
23592,165144,1,11,3578,11,25046,9
23593,141558,1,11,4174,11,25044,9
23594,196178,1,11,3012,11,25044,9
23595,162773,1,5,7986,11,25042,9
23596,137731,1,4,11798,11,25042,9
23597,188776,1,11,3130,11,25040,9
23598,194373,1,11,3040,11,25040,9
23599,70797,1,11,8346,11,25038,9
23600,192600,1,11,3068,11,25038,9
23601,173074,1,11,3414,11,25036,9
23602,129811,1,11,4552,11,25036,9
23603,23603,1,11,25034,11,25034,9
23604,175238,1,11,3372,11,25034,9
23605,198282,1,11,2980,11,25032,9
23606,190124,1,11,3108,11,25032,9
23607,152683,1,11,3870,11,25030,9
23608,162695,1,11,3632,11,25030,9
23609,47218,1,11,12514,11,25028,9
23610,187695,1,11,3148,11,25026,9
23611,145039,1,11,4074,11,25026,9
23612,135769,1,8,5984,11,25024,9
23613,181033,1,8,4488,11,25024,9
23614,129877,1,10,5004,11,25020,9
23615,137621,1,5,9446,11,25022,9
23616,188067,1,10,3456,11,25020,9
23617,172777,1,10,3762,11,25020,9
23618,175126,1,11,3374,11,25018,9
23619,165333,1,11,3574,11,25018,9
23620,139358,1,11,4240,11,25016,9
23621,192602,1,11,3068,11,25016,9
23622,144399,1,11,4092,11,25014,9
23623,70869,1,11,8338,11,25014,9
23624,153556,1,11,3848,11,25012,9
23625,194250,1,11,3042,11,25012,9
23626,118130,1,11,5002,11,25010,9
23627,189016,1,11,3126,11,25008,9
23628,186518,1,11,3168,11,25008,9
23629,165403,1,11,3572,11,25004,9
23630,184870,1,11,3196,11,25004,9
23631,165417,1,11,3572,11,25004,9
23632,196441,1,11,3008,11,25004,9
23633,70899,1,11,8334,11,25002,9
23634,162513,1,11,3636,11,25002,9
23635,199375,1,10,3260,11,25000,9
23636,194375,1,10,3344,11,25000,9
23637,37497,1,11,15758,11,24998,9
23638,192226,1,11,3074,11,24998,9
23639,160391,1,11,3684,11,24996,9
23640,187470,1,11,3152,11,24996,9
23641,23641,1,11,24994,11,24994,9
23642,24994,1,11,23642,11,24994,9
23643,189144,1,11,3124,11,24992,9
23644,191590,1,11,3084,11,24990,9
23645,165515,1,11,3570,11,24990,9
23646,174916,1,11,3378,11,24988,9
23647,162422,1,11,3638,11,24988,9
23648,199888,1,11,2956,11,24986,9
23649,102479,1,11,5766,11,24986,9
23650,171765,1,8,4730,11,24984,9
23651,141906,1,6,7634,11,24984,9
23652,149892,1,11,3942,11,24982,9
23653,87437,1,11,6758,11,24982,9
23654,118270,1,11,4996,11,24980,9
23655,187350,1,11,3154,11,24980,9
23656,136022,1,11,4344,11,24978,9
23657,170683,1,11,3462,11,24978,9
23658,165606,1,11,3568,11,24976,9
23659,189272,1,11,3122,11,24976,9
23660,174818,1,11,3380,11,24974,9
23661,141966,1,11,4162,11,24972,9
23662,141972,1,11,4162,11,24972,9
23663,118315,1,11,4994,11,24970,9
23664,199760,1,11,2958,11,24970,9
23665,94660,1,11,6242,11,24968,9
23666,94664,1,11,6242,11,24968,9
23667,192717,1,11,3066,11,24966,9
23668,169214,1,11,3492,11,24966,9
23669,47338,1,11,12482,11,24964,9
23670,187230,1,11,3156,11,24964,9
23671,23671,1,7,39226,11,24962,9
23672,137291,1,8,5918,11,24962,9
23673,194240,1,11,3042,11,24960,9
23674,199360,1,11,2964,11,24960,9
23675,62395,1,11,9470,11,24958,9
23676,149748,1,11,3946,11,24958,9
23677,47354,1,11,12478,11,24956,9
23678,47356,1,11,12478,11,24956,9
23679,112293,1,11,5262,11,24954,9
23680,199616,1,11,2960,11,24952,9
23681,106046,1,11,5572,11,24952,9
23682,197350,1,11,2994,11,24950,9
23683,137225,1,11,4306,11,24950,9
23684,195393,1,11,3024,11,24948,9
23685,198954,1,11,2970,11,24948,9
23686,162149,1,11,3644,11,24946,9
23687,23687,1,11,24946,11,24946,9
23688,196434,1,11,3008,11,24944,9
23689,189512,1,11,3118,11,24944,9
23690,137181,1,10,4738,11,24942,9
23691,86867,1,9,8314,11,24942,9
23692,171767,1,11,3440,11,24940,9
23693,180815,1,11,3268,11,24940,9
23694,146113,1,11,4044,11,24938,9
23695,175343,1,11,3370,11,24938,9
23696,94784,1,11,6234,11,24936,9
23697,142182,1,11,4156,11,24936,9
23698,190978,1,11,3094,11,24934,9
23699,162058,1,11,3646,11,24932,9
23700,186990,1,11,3160,11,24932,9
23701,189745,1,11,3114,11,24930,9
23702,177765,1,11,3324,11,24930,9
23703,189624,1,11,3116,11,24928,9
23704,189632,1,11,3116,11,24928,9
23705,137093,1,11,4310,11,24926,9
23706,159357,1,11,3708,11,24926,9
23707,115709,1,6,9362,11,24924,9
23708,195591,1,8,4154,11,24924,9
23709,134351,1,11,4398,11,24922,9
23710,124610,1,11,4742,11,24922,9
23711,165977,1,11,3560,11,24920,9
23712,199360,1,11,2964,11,24920,9
23713,95519,1,11,6186,11,24918,9
23714,71142,1,11,8306,11,24918,9
23715,193099,1,11,3060,11,24916,9
23716,174412,1,11,3388,11,24916,9
23717,23717,1,11,24914,11,24914,9
23718,185456,1,11,3186,11,24912,9
23719,189752,1,11,3114,11,24912,9
23720,157145,1,11,3760,11,24910,9
23721,118605,1,11,4982,11,24910,9
23722,195911,1,11,3016,11,24908,9
23723,88114,1,11,6706,11,24908,9
23724,166068,1,11,3558,11,24906,9
23725,192725,1,11,3066,11,24906,9
23726,130493,1,8,6226,11,24904,9
23727,173998,1,6,6226,11,24904,9
23728,199216,1,11,2966,11,24902,9
23729,23729,1,11,24902,11,24902,9
23730,197750,1,11,2988,11,24900,9
23731,187350,1,11,3154,11,24900,9
23732,147278,1,11,4012,11,24898,9
23733,185469,1,11,3186,11,24898,9
23734,189872,1,11,3112,11,24896,9
23735,196445,1,11,3008,11,24896,9
23736,190854,1,11,3096,11,24894,9
23737,91557,1,11,6454,11,24894,9
23738,178948,1,11,3302,11,24892,9
23739,150347,1,11,3930,11,24890,9
23740,155497,1,11,3800,11,24890,9
23741,47482,1,6,22814,11,24888,9
23742,179384,1,9,4026,11,24888,9
23743,23743,1,11,24886,11,24886,9
23744,199088,1,11,2968,11,24886,9
23745,186630,1,11,3166,11,24884,9
23746,192851,1,11,3064,11,24884,9
23747,189976,1,11,3110,11,24880,9
23748,182468,1,9,3958,11,24882,9
23749,197485,1,11,2992,11,24880,9
23750,194375,1,11,3040,11,24880,9
23751,166257,1,11,3554,11,24878,9
23752,166264,1,11,3554,11,24878,9
23753,142518,1,11,4146,11,24876,9
23754,153402,1,11,3852,11,24876,9
23755,62185,1,11,9502,11,24874,9
23756,49748,1,11,11878,11,24874,9
23757,95028,1,11,6218,11,24872,9
23758,174104,1,11,3394,11,24872,9
23759,118795,1,11,4974,11,24870,9
23760,198944,1,11,2970,11,24868,9
23761,47522,1,11,12434,11,24868,9
23762,24866,1,11,23762,11,24866,9
23763,37299,1,11,15842,11,24866,9
23764,190112,1,11,3108,11,24864,9
23765,199626,1,11,2960,11,24864,9
23766,186866,1,11,3162,11,24862,9
23767,23767,1,11,24862,11,24862,9
23768,163405,1,11,3616,11,24860,9
23769,193230,1,11,3058,11,24860,9
23770,124290,1,11,4754,11,24858,9
23771,136719,1,11,4322,11,24858,9
23772,173992,1,11,3396,11,24856,9
23773,95092,1,11,6214,11,24856,9
23774,142644,1,11,4142,11,24852,9
23775,186405,1,5,6974,11,24854,9
23776,169404,1,11,3488,11,24852,9
23777,199361,1,11,2964,11,24852,9
23778,198150,1,7,4686,11,24850,9
23779,196315,1,7,4730,11,24850,9
23780,190240,1,11,3106,11,24848,9
23781,71343,1,11,8282,11,24846,9
23782,194627,1,11,3036,11,24846,9
23783,105587,1,11,5596,11,24844,9
23784,149064,1,11,3964,11,24844,9
23785,62105,1,11,9514,11,24842,9
23786,173894,1,11,3398,11,24842,9
23787,182367,1,11,3240,11,24840,9
23788,194373,1,11,3040,11,24840,9
23789,23789,1,11,24838,11,24838,9
23790,186285,1,11,3172,11,24838,9
23791,166537,1,11,3548,11,24836,9
23792,198688,1,11,2974,11,24836,9
23793,136587,1,11,4326,11,24834,9
23794,71382,1,11,8278,11,24834,9
23795,190360,1,11,3104,11,24832,9
23796,192351,1,11,3072,11,24832,9
23797,131599,1,11,4490,11,24830,9
23798,181259,1,11,3260,11,24830,9
23799,142794,1,11,4138,11,24828,9
23800,175865,1,11,3360,11,24828,9
23801,23801,1,11,24826,11,24826,9
23802,74478,1,11,7934,11,24826,9
23803,195917,1,4,8294,11,24824,9
23804,182028,1,11,3246,11,24822,9
23805,186165,1,11,3174,11,24822,9
23806,119030,1,11,4964,11,24820,9
23807,182938,1,11,3230,11,24820,9
23808,198544,1,11,2976,11,24818,9
23809,23809,1,11,24818,11,24818,9
23810,190480,1,11,3102,11,24816,9
23811,190488,1,11,3102,11,24816,9
23812,113107,1,11,5224,11,24814,9
23813,23813,1,11,24814,11,24814,9
23814,173684,1,7,5346,11,24812,9
23815,68233,1,10,9526,11,24812,9
23816,189383,1,11,3120,11,24810,9
23817,126531,1,11,4670,11,24810,9
23818,166726,1,11,3544,11,24808,9
23819,166733,1,11,3544,11,24808,9
23820,188178,1,11,3140,11,24806,9
23821,91217,1,11,6478,11,24806,9
23822,190853,1,11,3096,11,24804,9
23823,142938,1,11,4134,11,24804,9
23824,198416,1,11,2978,11,24802,9
23825,62005,1,11,9530,11,24802,9
23826,198550,1,11,2976,11,24800,9
23827,71481,1,11,8266,11,24798,9
23828,190118,1,11,3108,11,24798,9
23829,161174,1,11,3666,11,24796,9
23830,123980,1,11,4766,11,24796,9
23831,166817,1,11,3542,11,24794,9
23832,194628,1,11,3036,11,24794,9
23833,142998,1,11,4132,11,24792,9
23834,143004,1,11,4132,11,24792,9
23835,187275,1,7,4958,11,24790,9
23836,148874,1,10,4366,11,24790,9
23837,136334,1,11,4334,11,24788,9
23838,179713,1,11,3288,11,24788,9
23839,186867,1,11,3162,11,24786,9
23840,182376,1,11,3240,11,24786,9
23841,190728,1,11,3098,11,24784,9
23842,190736,1,11,3098,11,24784,9
23843,23843,1,11,24782,11,24782,9
23844,148692,1,11,3974,11,24782,9
23845,196175,1,11,3012,11,24780,9
23846,178845,1,11,3304,11,24780,9
23847,103337,1,11,5718,11,24778,9
23848,155012,1,11,3812,11,24778,9
23849,129466,1,11,4564,11,24776,9
23850,185820,1,11,3180,11,24776,9
23851,94967,1,11,6222,11,24774,9
23852,150884,1,11,3916,11,24772,9
23853,174922,1,11,3378,11,24772,9
23854,119270,1,11,4954,11,24770,9
23855,161005,1,11,3670,11,24770,9
23856,195392,1,11,3024,11,24768,9
23857,190856,1,11,3096,11,24768,9
23858,167006,1,11,3538,11,24766,9
23859,175131,1,11,3374,11,24766,9
23860,195652,1,11,3020,11,24764,9
23861,67346,1,11,8774,11,24764,9
23862,169207,1,11,3492,11,24762,9
23863,86667,1,11,6818,11,24762,9
23864,194366,1,11,3040,11,24760,9
23865,185700,1,11,3182,11,24760,9
23866,143196,1,11,4126,11,24756,9
23867,179481,1,11,3292,11,24756,9
23868,167103,1,11,3536,11,24756,9
23869,143214,1,11,4126,11,24756,9
23870,173278,1,11,3410,11,24754,9
23871,37131,1,11,15914,11,24754,9
23872,198016,1,11,2984,11,24752,9
23873,190984,1,11,3094,11,24752,9
23874,198950,1,11,2970,11,24750,9
23875,171875,1,11,3438,11,24750,9
23876,137287,1,11,4304,11,24748,9
23877,183057,1,11,3228,11,24748,9
23878,24746,1,11,23878,11,24746,9
23879,143274,1,11,4124,11,24744,9
23880,185580,1,11,3184,11,24744,9
23881,193219,1,11,3058,11,24742,9
23882,24742,1,11,23882,11,24742,9
23883,87571,1,10,7422,11,24740,9
23884,190498,1,10,3412,11,24740,9
23885,186865,1,11,3162,11,24738,9
23886,176491,1,11,3348,11,24738,9
23887,47774,1,8,17006,11,24736,9
23888,136048,1,8,5972,11,24736,9
23889,37101,1,11,15926,11,24734,9
23890,198287,1,11,2980,11,24734,9
23891,184302,1,11,3206,11,24732,9
23892,181368,1,11,3258,11,24732,9
23893,119465,1,11,4946,11,24730,9
23894,160745,1,11,3676,11,24730,9
23895,198948,1,11,2970,11,24728,9
23896,179278,1,11,3296,11,24728,9
23897,94783,1,11,6234,11,24726,9
23898,180373,1,11,3276,11,24726,9
23899,167293,1,11,3532,11,24724,9
23900,176600,1,11,3346,11,24724,9
23901,67591,1,11,8742,11,24722,9
23902,184889,1,11,3196,11,24722,9
23903,191224,1,11,3090,11,24720,9
23904,170980,1,11,3456,11,24720,9
23905,86513,1,11,6830,11,24718,9
23906,24718,1,11,23906,11,24718,9
23907,160654,1,11,3678,11,24716,9
23908,190847,1,11,3096,11,24714,9
23909,71727,1,11,8238,11,24714,9
23910,185340,1,11,3188,11,24712,9
23911,95644,1,11,6178,11,24712,9
23912,172970,1,11,3416,11,24710,9
23913,167391,1,11,3530,11,24710,9
23914,189138,1,11,3124,11,24708,9
23915,143490,1,11,4118,11,24708,9
23916,148236,1,11,3986,11,24706,9
23917,23917,1,11,24706,11,24706,9
23918,191344,1,11,3088,11,24704,9
23919,191352,1,11,3088,11,24704,9
23920,189382,1,10,3432,11,24702,9
23921,163670,1,11,3610,11,24700,9
23922,199350,1,11,2964,11,24700,9
23923,165425,1,11,3572,11,24700,9
23924,135839,1,4,11962,11,24698,9
23925,185977,1,5,6990,11,24698,9
23926,172872,1,11,3418,11,24696,9
23927,198156,1,11,2982,11,24696,9
23928,148164,1,11,3988,11,24694,9
23929,23929,1,11,24694,11,24694,9
23930,123460,1,11,4786,11,24692,9
23931,111114,1,11,5318,11,24692,9
23932,197439,1,10,3292,11,24690,9
23933,188045,1,7,4938,11,24690,9
23934,95736,1,11,6172,11,24688,9
23935,191480,1,11,3086,11,24688,9
23936,197488,1,11,2992,11,24686,9
23937,37029,1,11,15958,11,24686,9
23938,143628,1,11,4114,11,24684,9
23939,194747,1,11,3034,11,24682,9
23940,196308,1,11,3010,11,24682,9
23941,165973,1,4,9790,11,24680,9
23942,131681,1,8,6170,11,24680,9
23943,158579,1,11,3726,11,24678,9
23944,168633,1,11,3504,11,24678,9
23945,148459,1,11,3980,11,24676,9
23946,183279,1,11,3224,11,24676,9
23947,158921,1,11,3718,11,24674,9
23948,155662,1,11,3796,11,24674,9
23949,191592,1,11,3084,11,24672,9
23950,191600,1,11,3084,11,24672,9
23951,119755,1,11,4934,11,24670,9
23952,197360,1,11,2994,11,24670,9
23953,167671,1,11,3524,11,24668,9
